Governorate,City,Location Name,Screen Aspect Ratio (AR),Digital Projector,Maximum AR for digital projection,Film Projector,Height,Width,Commercial films shown?
Muscat,Muscat,VOX Mall of Oman & IMAX,1.90:1,IMAX CoLa,1.90:1,No,35 ft 1.26 in,63 ft 3.84 in,Yes
