City,Location Name,Screen Aspect Ratio (AR),Digital Projector,Maximum AR for digital projection,Film Projector,Height,Width,Commercial films shown?
Kyiv,Multiplex Lavina Mall & IMAX,1.90:1,IMAX CoLa,1.90:1,No,0 ft 0.0 in,0 ft 0.0 in,Unk
Kyiv,Planeta Kino River Mall & IMAX,1.90:1,IMAX CoLa,1.90:1,No,0 ft 0.0 in,0 ft 0.0 in,Unk
Kyiv,Respublica IMAX,1.90:1,IMAX CoLa,1.90:1,No,0 ft 0.0 in,0 ft 0.0 in,Unk
