City,Location Name,Screen Aspect Ratio (AR),Digital Projector,Maximum AR for digital projection,Film Projector,Width,Height,Commercial films shown?
Morocco,Casablanca,Pathe Californie Casablanca & IMAX,1.90:1,IMAX CoLa,1.90:1,"No",21.0m,Unknown,Yes
