State,City,Location Name,Screen Aspect Ratio (AR),Digital Projector,Maximum AR for digital projection,Film Projector,Height,Width,Commercial films shown?
Southeast,São Paulo,Cinépolis Iguatemi & IMAX,1.90:1,IMAX CoLa,1.90:1,No,34 ft 9.32 in,62 ft 7.97 in,Yes
