District,City,Location Name,Screen Aspect Ratio (AR),Digital Projector,Maximum AR for digital projection,Film Projector,Height,Width,Commercial films shown?
New Providence,Nassau,Fusion Superplex & IMAX,1.43:1,IMAX GT Laser,1.43:1,No,55 ft 1.42 in,80 ft 0.63 in,Yes
